,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
491,Anna Nagar,13.083490371704102,80.21009826660156,Max Fashion,13.084724002418396,80.21419139944805,Clothing Store
492,Anna Nagar,13.083490371704102,80.21009826660156,Falafel,13.082593160249305,80.21069677142084,BBQ Joint
493,Anna Nagar,13.083490371704102,80.21009826660156,Hi-Style,13.085057818172457,80.20869594122937,Clothing Store
494,Anna Nagar,13.083490371704102,80.21009826660156,Jack 'N' Jill,13.092006463407827,80.21038781013196,Fast Food Restaurant
495,Anna Nagar,13.083490371704102,80.21009826660156,McDonald's,13.084761870949848,80.21714495139875,Fast Food Restaurant
496,Anna Nagar,13.083490371704102,80.21009826660156,Nuts 'n' Spices,13.091817307721067,80.21029849436141,Department Store
497,Anna Nagar,13.083490371704102,80.21009826660156,Saravana Bhavan,13.085040465835968,80.21034251172765,Vegetarian / Vegan Restaurant
498,Anna Nagar,13.083490371704102,80.21009826660156,Junior Kuppanna,13.087695911525818,80.21807148730474,Indian Restaurant
499,Anna Nagar,13.083490371704102,80.21009826660156,4 Seasons Restaurant,13.084709324476217,80.21516870878847,Asian Restaurant
500,Anna Nagar,13.083490371704102,80.21009826660156,TOVO Canteen,13.085225084120893,80.2033583062353,New American Restaurant
501,Anna Nagar,13.083490371704102,80.21009826660156,Penguin Xerox,13.084323087379492,80.21767642687554,Paper / Office Supplies Store
502,Anna Nagar,13.083490371704102,80.21009826660156,Santosh Supermarket,13.085066313879013,80.20602683310267,Department Store
503,Anna Nagar,13.083490371704102,80.21009826660156,Ibaco Ice Creams,13.083853782111056,80.21003634399491,Ice Cream Shop
504,Anna Nagar,13.083490371704102,80.21009826660156,Hot Chips,13.085139562369374,80.20307978802975,Indian Restaurant
505,Anna Nagar,13.083490371704102,80.21009826660156,Ooty Vegetable & Fruits,13.089660608482129,80.21036113867754,Market
506,Anna Nagar,13.083490371704102,80.21009826660156,Wangs Kitchen,13.087374079805704,80.21788629463273,Chinese Restaurant
507,Anna Nagar,13.083490371704102,80.21009826660156,The Brick House Bistro,13.090531,80.215706,Bistro
508,Anna Nagar,13.083490371704102,80.21009826660156,Gangotree Sweets and Snacks,13.0822939271415,80.21501753889085,Vegetarian / Vegan Restaurant
509,Anna Nagar,13.083490371704102,80.21009826660156,Connexions,13.086318280439828,80.21541774822072,Bookstore
510,Anna Nagar,13.083490371704102,80.21009826660156,Anna Nagar Towers Club,13.085828541288436,80.21499941514993,Hotel Bar
511,Anna Nagar,13.083490371704102,80.21009826660156,Zameendar Multicuisine Restaurant,13.082727472168346,80.20393032113724,Indian Restaurant
512,Anna Nagar,13.083490371704102,80.21009826660156,Croma,13.08463067362206,80.21689053072437,Electronics Store
513,Anna Nagar,13.083490371704102,80.21009826660156,French Loaf,13.083314759225189,80.21008042492497,Bakery
514,Anna Nagar,13.083490371704102,80.21009826660156,Reliance Digital Express,13.08475622625922,80.21334255311366,Electronics Store
515,Anna Nagar,13.083490371704102,80.21009826660156,Cafe Coffee Day,13.09198608269295,80.21038565168492,Coffee Shop
516,Anna Nagar,13.083490371704102,80.21009826660156,Cafe Coffee Day,13.086974835827125,80.20170068785069,Café
517,Anna Nagar,13.083490371704102,80.21009826660156,Pizza Hut,13.085164623931348,80.20340620122558,Pizza Place
518,Anna Nagar,13.083490371704102,80.21009826660156,Wonton,13.082519308582606,80.21803581016984,Chinese Restaurant
519,Anna Nagar,13.083490371704102,80.21009826660156,Blue Star,13.081443667421379,80.20761836312745,Bus Station
520,Anna Nagar,13.083490371704102,80.21009826660156,Ambur Star Biryani,13.088636125596388,80.21100462916965,Restaurant
521,Anna Nagar,13.083490371704102,80.21009826660156,Vasanta Bhavan,13.082506263816475,80.21784113845455,Indian Restaurant
522,Anna Nagar,13.083490371704102,80.21009826660156,Megamart,13.077024952289046,80.20901291347992,Clothing Store
523,Anna Nagar,13.083490371704102,80.21009826660156,mega mart arumbakkam,13.077003178169278,80.20893664959762,Men's Store
524,Anna Nagar,13.083490371704102,80.21009826660156,Vodafone Store,13.085271584955207,80.20307888583595,Mobile Phone Shop
525,Anna Nagar,13.083490371704102,80.21009826660156,Cafe Coffee Day,13.082440115817308,80.21787044921982,Coffee Shop
526,Anna Nagar,13.083490371704102,80.21009826660156,Latte,13.084121722637,80.21901196944111,Café
527,Anna Nagar,13.083490371704102,80.21009826660156,Waves,13.082390529910658,80.2173376464944,Clothing Store
528,Anna Nagar,13.083490371704102,80.21009826660156,reliance fresh,13.07554508999717,80.21004791655949,Department Store
529,Anna Nagar,13.083490371704102,80.21009826660156,Domino's Pizza,13.087195238023762,80.20210111710767,Pizza Place
530,Anna Nagar,13.083490371704102,80.21009826660156,Metro Grand Hotel,13.076556401007561,80.20489456613814,Hotel
531,Anna Nagar,13.083490371704102,80.21009826660156,Mainland China,13.092134255805492,80.21052728214539,Chinese Restaurant
532,Anna Nagar,13.083490371704102,80.21009826660156,Sree Akshayam Sweets and Bakers,13.092435202844417,80.21061719200964,Fast Food Restaurant
533,Aminjikarai,13.071390151977539,80.2225570678711,@home,13.071498502154423,80.22230902193725,Furniture / Home Store
534,Aminjikarai,13.071390151977539,80.2225570678711,McDonald's,13.073759456401138,80.22138760573515,Fast Food Restaurant
535,Aminjikarai,13.071390151977539,80.2225570678711,PVR,13.073798702456086,80.22139237626502,Multiplex
536,Aminjikarai,13.071390151977539,80.2225570678711,Westside,13.073686504029014,80.22137998814733,Clothing Store
537,Aminjikarai,13.071390151977539,80.2225570678711,chef's paradise,13.06489534770242,80.22521199258108,Burger Joint
538,Aminjikarai,13.071390151977539,80.2225570678711,Landmark,13.073781022403848,80.22139269693177,Bookstore
539,Aminjikarai,13.071390151977539,80.2225570678711,Domino's Pizza,13.07042361961375,80.22384473042233,Pizza Place
540,Aminjikarai,13.071390151977539,80.2225570678711,KFC,13.07231753850145,80.22767372118804,Fast Food Restaurant
541,Aminjikarai,13.071390151977539,80.2225570678711,Ampa Skywalk,13.073800428636515,80.22141336311273,Shopping Mall
542,Aminjikarai,13.071390151977539,80.2225570678711,Apple Imagine,13.073996418293852,80.22109731718491,Electronics Store
543,Aminjikarai,13.071390151977539,80.2225570678711,Cafe Coffee Day,13.073832988260747,80.22150292621086,Café
544,Aminjikarai,13.071390151977539,80.2225570678711,KFC,13.0739223272642,80.22146218444254,Fast Food Restaurant
545,Aminjikarai,13.071390151977539,80.2225570678711,Apoorva Sangeetha,13.069871992879103,80.22458915770449,Indian Restaurant
546,Aminjikarai,13.071390151977539,80.2225570678711,Arabian Hut,13.073731,80.221329,Mediterranean Restaurant
547,Aminjikarai,13.071390151977539,80.2225570678711,"Audi 6, PVR CINEMAS",13.07390220065176,80.22141033364512,Multiplex
548,Aminjikarai,13.071390151977539,80.2225570678711,Anna arch,13.075141282103315,80.21791934967041,Scenic Lookout
549,Aminjikarai,13.071390151977539,80.2225570678711,UTurn,13.068759514900778,80.21817489478201,Event Space
550,Aminjikarai,13.071390151977539,80.2225570678711,SEO Training Community,13.066556,80.215635,IT Services
551,Ambattur,13.114795684814453,80.15577697753906,The Creams,13.11858378307009,80.15199602607616,Ice Cream Shop
552,Ambattur,13.114795684814453,80.15577697753906,Ambattur Market,13.114106540307064,80.15432510911904,Flea Market
553,Ambattur,13.114795684814453,80.15577697753906,Sri Murugan Theatre,13.113486671934629,80.15731215394214,Multiplex
554,Ambattur,13.114795684814453,80.15577697753906,murugan cinemas,13.113578380595317,80.15710502645912,Movie Theater
555,Ambattur,13.114795684814453,80.15577697753906,Ambattur Tank Lake,13.114161673336444,80.16045715967468,River
556,Defence Colony,13.025979995727539,80.2001724243164,Layalee,13.024146,80.206921,Middle Eastern Restaurant
557,Defence Colony,13.025979995727539,80.2001724243164,Hotel Saravana Bhavan,13.02233679993348,80.20619465281393,Asian Restaurant
558,Defence Colony,13.025979995727539,80.2001724243164,Desire Chettinad Restaurant,13.020029221940817,80.206256475517,Indian Restaurant
559,Defence Colony,13.025979995727539,80.2001724243164,Rich N Creamy,13.021093435150329,80.20635882414055,Dessert Shop
560,Defence Colony,13.025979995727539,80.2001724243164,MGR nagar market,13.034265848793856,80.19772511636384,Market
561,Padi,13.09755039215088,80.186767578125,millenium park,13.093741130510733,80.19386301505888,Park
562,Padi,13.09755039215088,80.186767578125,Cafe Coffee Day,13.097139527516473,80.19317877061204,Café
563,Padi,13.09755039215088,80.186767578125,Coffee Day-Park Road,13.097260124678687,80.19314855661999,Café
564,Padi,13.09755039215088,80.186767578125,soda hub,13.093743152781954,80.19386229816952,Juice Bar
565,Padi,13.09755039215088,80.186767578125,O2 Gym,13.089241172371334,80.18353386835831,Gym
566,Ayappakkam.,13.093130111694336,80.14069366455078,Rmk Supermarket,13.097601,80.14041,Supermarket
567,Ayappakkam.,13.093130111694336,80.14069366455078,Hdfc Bank Atm,13.098025,80.13801,ATM
568,Ayappakkam.,13.093130111694336,80.14069366455078,90'S Kidz Cool Zone,13.098843,80.142395,Juice Bar
569,Ayappakkam.,13.093130111694336,80.14069366455078,Hariharan Fancy Store,13.098213,80.13628,Gift Shop
570,Ayappakkam.,13.093130111694336,80.14069366455078,Med Plush Pharmacy,13.10058,80.139725,Pharmacy
571,Ayappakkam.,13.093130111694336,80.14069366455078,Canara Bank Atm,13.100751,80.14001,ATM
572,Ayappakkam.,13.093130111694336,80.14069366455078,Hatsun Daily,13.101049,80.1391,Ice Cream Shop
573,Ayappakkam.,13.093130111694336,80.14069366455078,Sri Perumal Stores,13.1,80.13578,Department Store
574,Ayappakkam.,13.093130111694336,80.14069366455078,Sri Vinaka Mill,13.101289,80.137215,Food Service
575,Ayappakkam.,13.093130111694336,80.14069366455078,New Star Textiles And Readymades,13.101263,80.13691,Clothing Store
576,Ayappakkam.,13.093130111694336,80.14069366455078,MedPlus,13.0843,80.14235,Pharmacy
577,Korattur,13.108189582824707,80.18357849121094,Apollo Pharmacy,13.108479,80.18329,Pharmacy
578,Korattur,13.108189582824707,80.18357849121094,Sharjah Juice Shop,13.110558331109209,80.18328087659783,Dessert Shop
579,Korattur,13.108189582824707,80.18357849121094,Thalapa Kattu Biriyani,13.112894024037,80.18004952201255,Indian Restaurant
580,Korattur,13.108189582824707,80.18357849121094,sellandbuy,13.100211194785802,80.18550753593445,Business Service
581,Mogappair,13.080490112304688,80.16116333007812,Domino's Pizza,13.080424527535524,80.16287002731079,Pizza Place
582,Mogappair,13.080490112304688,80.16116333007812,Krishna's Dosa Kadai,13.080401,80.163251,South Indian Restaurant
583,Mogappair,13.080490112304688,80.16116333007812,Hotel Sai Krishna (veg),13.080713573524326,80.16395086936511,Food & Drink Shop
584,Mogappair,13.080490112304688,80.16116333007812,"Wangs Kitchen, Mogappair West",13.080862460210433,80.16476295929724,Chinese Restaurant
585,Mogappair,13.080490112304688,80.16116333007812,The French Loaf,13.080572392774272,80.1662835633383,Bakery
586,Mogappair,13.080490112304688,80.16116333007812,Moggapair West,13.079396204919426,80.16628447168934,Bus Station
587,Mogappair,13.080490112304688,80.16116333007812,The Cascade,13.081869415708931,80.16765153885831,Chinese Restaurant
588,Mogappair,13.080490112304688,80.16116333007812,ibaco,13.082096430662986,80.16762973862318,Ice Cream Shop
589,Mogappair,13.080490112304688,80.16116333007812,Ginger Bread,13.074224239799765,80.16538137786748,Bakery
590,Mogappair,13.080490112304688,80.16116333007812,World of Titan,13.086459437319496,80.16656697042208,Accessories Store
591,Mogappair,13.080490112304688,80.16116333007812,Kit Tech Industries (Modular Kitchen),13.0795337,80.15237819999993,Furniture / Home Store
592,Mogappair,13.080490112304688,80.16116333007812,Buhari Hotel Mogappair West,13.081840532266188,80.1701530789356,Multicuisine Indian Restaurant
593,Arumbakkam,13.07310962677002,80.20954132080078,Geoffrey's Pub,13.06516905860332,80.21042663630234,Pub
594,Arumbakkam,13.07310962677002,80.20954132080078,Karthick Tiffin Center,13.082098550055784,80.20960667994244,Indian Restaurant
595,Arumbakkam,13.07310962677002,80.20954132080078,Sangeetha Veg Fast Foods,13.07179509675003,80.20288107937937,Vegetarian / Vegan Restaurant
596,Arumbakkam,13.07310962677002,80.20954132080078,JP Hotel,13.071143157268049,80.20462218160823,Hotel
597,Arumbakkam,13.07310962677002,80.20954132080078,Adyar Ananda Bhavan,13.071115793262697,80.20356395960188,Fast Food Restaurant
598,Arumbakkam,13.07310962677002,80.20954132080078,A2B Vegetarian Restaurant,13.070735533833755,80.20396845532754,Vegetarian / Vegan Restaurant
599,Arumbakkam,13.07310962677002,80.20954132080078,Radha Regent Hotel Chennai,13.065082199616633,80.21070312143456,Hotel
600,Arumbakkam,13.07310962677002,80.20954132080078,Metro Grand Hotel,13.076556401007561,80.20489456613814,Hotel
601,Arumbakkam,13.07310962677002,80.20954132080078,AUDI 4 - PVR Cinemas,13.073751180835854,80.20370151563716,Multiplex
602,Arumbakkam,13.07310962677002,80.20954132080078,Anna arch,13.075141282103315,80.21791934967041,Scenic Lookout
603,Arumbakkam,13.07310962677002,80.20954132080078,Hot chips,13.067202493412365,80.20561365700256,Fast Food Restaurant
604,Arumbakkam,13.07310962677002,80.20954132080078,10 Square Mall,13.071827456747267,80.20239949169374,Shopping Mall
605,Arumbakkam,13.07310962677002,80.20954132080078,Oriental Blossom,13.0650979739016,80.2104346776402,Chinese Restaurant
606,Arumbakkam,13.07310962677002,80.20954132080078,SEO Training Community,13.066556,80.215635,IT Services
607,Avadi,13.12905979156494,80.10357666015625,Thainadu Canteen,13.128567,80.109691,Breakfast Spot
608,Avadi,13.12905979156494,80.10357666015625,Hvf estate,13.133838679621702,80.11004141346562,Department Store
609,Avadi,13.12905979156494,80.10357666015625,lemon grasss,13.121856072313046,80.09878419909161,Indian Restaurant
610,Avadi,13.12905979156494,80.10357666015625,S.S.Hyderabad Biriyani Centre,13.121856072313046,80.09878419909161,Indian Restaurant
611,Avadi,13.12905979156494,80.10357666015625,Microsparc Infotech Pvt. Ltd.,13.128632518162847,80.0947093963623,IT Services
612,Avadi,13.12905979156494,80.10357666015625,Hvf Type3 Park,13.12887,80.11257,Park
613,Pudur,13.130880355834961,80.16358947753906,Domino's Pizza,13.13,80.159,Pizza Place
614,Pudur,13.130880355834961,80.16358947753906,Java Coffee Cafe,13.129152555972608,80.15638007632246,Coffee Shop
615,Pudur,13.130880355834961,80.16358947753906,Pizza Park,13.122446980413118,80.16665697097778,Pizza Place
616,Maduravoyal,13.05799961090088,80.16634368896484,Domino's Pizza,13.061,80.16,Pizza Place
617,Maduravoyal,13.05799961090088,80.16634368896484,Suguna Mess,13.052621920230967,80.166287901174,Fast Food Restaurant
618,Maduravoyal,13.05799961090088,80.16634368896484,Ags Cinemas,13.060136,80.164665,Movie Theater
619,Maduravoyal,13.05799961090088,80.16634368896484,Pizza World,13.06514136798947,80.1689813426938,Pizza Place
620,Koyambedu,13.066060066223145,80.19705963134766,Koyambedu Flower Market,13.069277914500185,80.19840068295302,Flower Shop
621,Koyambedu,13.066060066223145,80.19705963134766,Sangeetha Veg Fast Foods,13.07179509675003,80.20288107937937,Vegetarian / Vegan Restaurant
622,Koyambedu,13.066060066223145,80.19705963134766,Koyambedu vegetable market,13.06824632440727,80.19509362451498,Department Store
623,Koyambedu,13.066060066223145,80.19705963134766,Adyar Ananda Bhavan,13.071115793262697,80.20356395960188,Fast Food Restaurant
624,Koyambedu,13.066060066223145,80.19705963134766,JP Hotel,13.071143157268049,80.20462218160823,Hotel
625,Koyambedu,13.066060066223145,80.19705963134766,A2B Vegetarian Restaurant,13.070735533833755,80.20396845532754,Vegetarian / Vegan Restaurant
626,Koyambedu,13.066060066223145,80.19705963134766,SRM Bus Terminal,13.071205970102632,80.20276368938165,Bus Line
627,Koyambedu,13.066060066223145,80.19705963134766,CMBT Metro Station,13.06848410752594,80.20483016967773,Metro Station
628,Koyambedu,13.066060066223145,80.19705963134766,Saravana Bhavan,13.071276,80.203217,South Indian Restaurant
629,Koyambedu,13.066060066223145,80.19705963134766,Chennai Mofussil Bus Terminus,13.068522264590941,80.20518329274461,Bus Line
630,Koyambedu,13.066060066223145,80.19705963134766,Hot chips,13.067202493412365,80.20561365700256,Fast Food Restaurant
631,Koyambedu,13.066060066223145,80.19705963134766,Koyambedu Metro Station,13.074249738882514,80.19501734817815,Metro Station
632,Koyambedu,13.066060066223145,80.19705963134766,Parveen Bus Terminus,13.073886225064381,80.20078691564169,Bus Station
633,Koyambedu,13.066060066223145,80.19705963134766,Hotel Aryaas,13.070033808150189,80.20492483099291,Vegetarian / Vegan Restaurant
634,Ashok Nagar,13.035280227661133,80.2121810913086,Domino's Pizza,13.037,80.212,Pizza Place
635,Ashok Nagar,13.035280227661133,80.2121810913086,Dindukal Thalapakatti,13.031192382567518,80.21615741802489,Indian Restaurant
636,Ashok Nagar,13.035280227661133,80.2121810913086,Ashok Pillar,13.034706805473505,80.21182918188326,Sculpture Garden
637,Ashok Nagar,13.035280227661133,80.2121810913086,Subway,13.038852882328293,80.2122736194219,Sandwich Place
638,Ashok Nagar,13.035280227661133,80.2121810913086,Matta Veg Food Corner,13.037346409096083,80.21328902899164,Diner
639,Ashok Nagar,13.035280227661133,80.2121810913086,IBACO,13.037323355117131,80.21489682921519,Ice Cream Shop
640,Ashok Nagar,13.035280227661133,80.2121810913086,Cream World,13.042729334801754,80.21668625905887,Dessert Shop
641,Ashok Nagar,13.035280227661133,80.2121810913086,Hotel Saravana Bhavan,13.02998693565693,80.20890941248025,Vegetarian / Vegan Restaurant
642,Ashok Nagar,13.035280227661133,80.2121810913086,Pizza Republic,13.034441909658234,80.21419325018479,Pizza Place
643,Ashok Nagar,13.035280227661133,80.2121810913086,McDonald's,13.031958310965322,80.21097138084882,Fast Food Restaurant
644,Ashok Nagar,13.035280227661133,80.2121810913086,PalmShore,13.029631010723216,80.20884336242496,Multicuisine Indian Restaurant
645,Ashok Nagar,13.035280227661133,80.2121810913086,Café Coffee Day,13.03153782792612,80.2145151012873,Café
646,Ashok Nagar,13.035280227661133,80.2121810913086,Buhari Hotel Ashok Nagar,13.0424716009321,80.21241024564765,Indian Restaurant
647,Ashok Nagar,13.035280227661133,80.2121810913086,Hotel Saravana Bhavan,13.034800953619218,80.21239024550783,Indian Restaurant
648,Ashok Nagar,13.035280227661133,80.2121810913086,KFC,13.03188772781508,80.21163637628347,Fast Food Restaurant
649,Ashok Nagar,13.035280227661133,80.2121810913086,Hot Chips Restaurant,13.036685885326936,80.21234939142411,Vegetarian / Vegan Restaurant
650,Ashok Nagar,13.035280227661133,80.2121810913086,Hotel Saravana Bhavan K.K.Nagar,13.036214408813585,80.20385356842517,Indian Restaurant
651,Ashok Nagar,13.035280227661133,80.2121810913086,Sangeetha Desi Mane,13.033656,80.21437,Restaurant
652,Ashok Nagar,13.035280227661133,80.2121810913086,Pizza Hut,13.040950658778643,80.21558385976107,Pizza Place
653,Ashok Nagar,13.035280227661133,80.2121810913086,Café Coffee Day,13.042245682628275,80.21237782585833,Coffee Shop
654,Ashok Nagar,13.035280227661133,80.2121810913086,OSB Hot Chat,13.03556598310099,80.22125042879631,Snack Place
655,Ashok Nagar,13.035280227661133,80.2121810913086,Reliance Digital,13.03608229483463,80.21559858686773,Electronics Store
656,Ashok Nagar,13.035280227661133,80.2121810913086,ADYAR BAKERY,13.032586809657587,80.21548419986549,Bakery
657,Ashok Nagar,13.035280227661133,80.2121810913086,The Grand Sweets & Snacks,13.031366665952078,80.21439887742932,Indian Restaurant
658,Ashok Nagar,13.035280227661133,80.2121810913086,Udhayam Theater,13.031279514162007,80.20989539058,Movie Theater
659,Ashok Nagar,13.035280227661133,80.2121810913086,K.V.R. Bakery,13.039104413793355,80.21512469685781,Bakery
660,Ashok Nagar,13.035280227661133,80.2121810913086,Pazhamudhircholai,13.031215871761189,80.21666482964336,Arcade
661,Ashok Nagar,13.035280227661133,80.2121810913086,Dindigul Thalappakatti Restaurant,13.030168908689223,80.20836466830407,Indian Restaurant
662,KK Nagar,13.039039611816404,80.19866943359375,Bombay Chat,13.040300378729176,80.19313402745107,Fast Food Restaurant
663,KK Nagar,13.039039611816404,80.19866943359375,Domino's Pizza,13.040980168077256,80.19831896147276,Pizza Place
664,KK Nagar,13.039039611816404,80.19866943359375,Subway,13.047274526501635,80.1949574167228,Sandwich Place
665,KK Nagar,13.039039611816404,80.19866943359375,Shivan Park,13.041676181036596,80.20495449060861,Park
666,KK Nagar,13.039039611816404,80.19866943359375,Shoppers Stop Saligramam,13.04777879524429,80.19867074645937,Clothing Store
667,KK Nagar,13.039039611816404,80.19866943359375,Pizza Hut,13.04760189730286,80.19643000596605,Pizza Place
668,KK Nagar,13.039039611816404,80.19866943359375,Hotel Saravana Bhavan K.K.Nagar,13.036214408813585,80.20385356842517,Indian Restaurant
669,KK Nagar,13.039039611816404,80.19866943359375,AVM Studios,13.046061803933528,80.20403927592137,Theater
670,KK Nagar,13.039039611816404,80.19866943359375,Nilgiris,13.038400293091204,80.19328471637158,Department Store
671,KK Nagar,13.039039611816404,80.19866943359375,Cafe Coffee Day,13.040073743838303,80.19310699283702,Coffee Shop
672,KK Nagar,13.039039611816404,80.19866943359375,Connexions,13.047401688673045,80.20008412800289,Bookstore
673,KK Nagar,13.039039611816404,80.19866943359375,Vitamins Chat Corner,13.040658874464945,80.19941402280125,Snack Place
674,KK Nagar,13.039039611816404,80.19866943359375,Hotel Anjugam,13.038405969776441,80.19329146737866,Indian Restaurant
675,KK Nagar,13.039039611816404,80.19866943359375,Janaki Xerox,13.040990974775317,80.19337194202176,Paper / Office Supplies Store
676,KK Nagar,13.039039611816404,80.19866943359375,Cake Waves,13.047169934132466,80.19910893250115,Bakery
677,KK Nagar,13.039039611816404,80.19866943359375,Kanchi bakers & sweets,13.047462463378906,80.19920349121094,Bakery
678,KK Nagar,13.039039611816404,80.19866943359375,McDonald's,13.04660701451704,80.19379691751267,Burger Joint
679,KK Nagar,13.039039611816404,80.19866943359375,Big Bazaar,13.04698813585148,80.20278378441586,Convenience Store
680,Karambakkam,13.03699016571045,80.15641784667969,Ratna Cafe,13.036111412751973,80.1537582129366,Indian Restaurant
681,Karambakkam,13.03699016571045,80.15641784667969,Anjappar Porur,13.033863329522656,80.16052196022144,Restaurant
682,Karambakkam,13.03699016571045,80.15641784667969,Madurai Kannapar,13.035430877308627,80.15501737148347,Indian Restaurant
683,Karambakkam,13.03699016571045,80.15641784667969,Porur Signal,13.03500124892128,80.15560061180912,Travel & Transport
684,Karambakkam,13.03699016571045,80.15641784667969,Nandhini Sweets,13.035153344468497,80.15497376457056,Asian Restaurant
685,Karambakkam,13.03699016571045,80.15641784667969,Copper Kitchen,13.036313061237335,80.15723237518787,Indian Restaurant
686,Karambakkam,13.03699016571045,80.15641784667969,Hotel Grand Residence,13.037783710616255,80.1602827429725,Hotel
687,Karambakkam,13.03699016571045,80.15641784667969,Nilgiris Super Market,13.033592752502024,80.1615745082408,Department Store
688,Karambakkam,13.03699016571045,80.15641784667969,Nilgris,13.033398151787615,80.16143824700157,Department Store
689,Karambakkam,13.03699016571045,80.15641784667969,Marrybrown,13.04104667829051,80.1505911565779,Burger Joint
690,Karambakkam,13.03699016571045,80.15641784667969,Porur Lake,13.036170771204743,80.14870503985034,Lake
691,Karambakkam,13.03699016571045,80.15641784667969,Adyar Anandha Bhavan,13.032036,80.163807,Bakery
692,Vadapalani,13.05228042602539,80.21119689941406,Palazzo,13.050383079188133,80.2095413445651,Multiplex
693,Vadapalani,13.05228042602539,80.21119689941406,Barbeque Nation,13.052679566222576,80.21255043668754,BBQ Joint
694,Vadapalani,13.05228042602539,80.21119689941406,The Forum Vijaya Mall,13.05097808347214,80.20952562663042,Shopping Mall
695,Vadapalani,13.05228042602539,80.21119689941406,Lifestyle,13.049738520829292,80.20946631250942,Clothing Store
696,Vadapalani,13.05228042602539,80.21119689941406,The Pasta Bar Veneto,13.0509538631954,80.20948713192765,Italian Restaurant
697,Vadapalani,13.05228042602539,80.21119689941406,Hotel Saravana Bhavan,13.050776183469756,80.21374095613845,South Indian Restaurant
698,Vadapalani,13.05228042602539,80.21119689941406,Mithai Mandir,13.051001690543732,80.2135668328937,Vegetarian / Vegan Restaurant
699,Vadapalani,13.05228042602539,80.21119689941406,Cream & Fudge,13.051035545945167,80.20947594272806,Ice Cream Shop
700,Vadapalani,13.05228042602539,80.21119689941406,Green Park Hotel Chennai,13.050917604014744,80.20872204046346,Hotel
701,Vadapalani,13.05228042602539,80.21119689941406,Murugan Idli Shop,13.048335728244856,80.20501304564671,Indian Restaurant
702,Vadapalani,13.05228042602539,80.21119689941406,"Cream Centre, Vijaya Forum Mall",13.050967678939717,80.20954745413444,Restaurant
703,Vadapalani,13.05228042602539,80.21119689941406,Salt Restaurant,13.051065222967939,80.20939595205341,Indian Restaurant
704,Vadapalani,13.05228042602539,80.21119689941406,Cafe Coffee Day,13.056439252247518,80.2113380957217,Coffee Shop
705,Vadapalani,13.05228042602539,80.21119689941406,Simran's Aapa Kadai,13.050042516602714,80.21171452408193,Asian Restaurant
706,Vadapalani,13.05228042602539,80.21119689941406,RMKV,13.050979842849806,80.20952387970381,Clothing Store
707,Vadapalani,13.05228042602539,80.21119689941406,Café Coffee Day,13.050958454451267,80.20950935332662,Café
708,Vadapalani,13.05228042602539,80.21119689941406,Kamala Cinemas,13.046564360103602,80.20983546958476,Multiplex
709,Vadapalani,13.05228042602539,80.21119689941406,Domino's Pizza,13.054,80.207,Pizza Place
710,Vadapalani,13.05228042602539,80.21119689941406,Domino's Pizza,13.047902832834616,80.21430219184239,Pizza Place
711,Vadapalani,13.05228042602539,80.21119689941406,KFC,13.050952633306286,80.20949369064084,Fast Food Restaurant
712,Vadapalani,13.05228042602539,80.21119689941406,Kamala Theatre,13.048897508795964,80.2101882124245,Multiplex
713,Vadapalani,13.05228042602539,80.21119689941406,SPAR,13.050109163816543,80.20945026291884,Market
714,Vadapalani,13.05228042602539,80.21119689941406,ID,13.050242923712302,80.20951475535155,Indian Restaurant
715,Vadapalani,13.05228042602539,80.21119689941406,Copper kitchen,13.05068094994264,80.2039144126845,Indian Restaurant
716,Vadapalani,13.05228042602539,80.21119689941406,Ginger Hotel,13.056499503762813,80.21125369528886,Hotel
717,Vadapalani,13.05228042602539,80.21119689941406,Avm Rajeswari,13.046736297873613,80.20489841151291,Movie Theater
718,Vadapalani,13.05228042602539,80.21119689941406,Burger King,13.05097971101158,80.20949420748401,Fast Food Restaurant
719,Vadapalani,13.05228042602539,80.21119689941406,Kumar Mess,13.044609522150711,80.21243382311037,South Indian Restaurant
720,Vadapalani,13.05228042602539,80.21119689941406,Fitness One,13.055389113725466,80.21279878465612,Gym
721,Vadapalani,13.05228042602539,80.21119689941406,Kaalan Kadai,13.056107807254843,80.21145332165936,Deli / Bodega
722,Vadapalani,13.05228042602539,80.21119689941406,Airtel Relationship Centre,13.051388923173084,80.21658993444846,Electronics Store
723,Vadapalani,13.05228042602539,80.21119689941406,Lakshman Sruthi,13.044506387043992,80.21250169159144,Music Store
724,Vadapalani,13.05228042602539,80.21119689941406,Madurai Kumar Mess,13.044725,80.21268,Asian Restaurant
725,Saligramam,13.054789543151855,80.20113372802734,Murugan Idli Shop,13.048335728244856,80.20501304564671,Indian Restaurant
726,Saligramam,13.054789543151855,80.20113372802734,The Pasta Bar Veneto,13.0509538631954,80.20948713192765,Italian Restaurant
727,Saligramam,13.054789543151855,80.20113372802734,Green Park Hotel Chennai,13.050917604014744,80.20872204046346,Hotel
728,Saligramam,13.054789543151855,80.20113372802734,Shoppers Stop Saligramam,13.04777879524429,80.19867074645937,Clothing Store
729,Saligramam,13.054789543151855,80.20113372802734,Cream & Fudge,13.051035545945167,80.20947594272806,Ice Cream Shop
730,Saligramam,13.054789543151855,80.20113372802734,Domino's Pizza,13.054,80.207,Pizza Place
